Dismissal Session,Pickup Area,Date,AD Method,Dismissal Location,Time In,Time Out,Time In Clean,Time Out Clean,Time Difference,Diff Min,Release,Diff Release,carpool_id,Level
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:42,11/2/22 14:53,14:42,14:53,0:11:00,11,11/2/2022 14:00:00,42,110815,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:42,11/2/22 14:53,14:42,14:53,0:11:00,11,11/2/2022 14:00:00,42,110815,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:42,11/2/22 14:53,14:42,14:53,0:11:00,11,11/2/2022 14:00:00,42,110817,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:43,11/2/22 14:53,14:43,14:53,0:10:00,10,11/2/2022 14:00:00,43,110818,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:43,11/2/22 14:57,14:43,14:57,0:14:00,14,11/2/2022 14:00:00,43,110819,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110820,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110820,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110821,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110822,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110823,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110824,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110825,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110825,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:43,11/2/22 14:55,14:43,14:55,0:12:00,12,11/2/2022 14:00:00,43,110827,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:44,11/2/22 14:55,14:44,14:55,0:11:00,11,11/2/2022 14:00:00,44,110828,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:44,11/2/22 14:55,14:44,14:55,0:11:00,11,11/2/2022 14:00:00,44,110829,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:45,11/2/22 14:55,14:45,14:55,0:10:00,10,11/2/2022 14:00:00,45,110830,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:45,11/2/22 14:55,14:45,14:55,0:10:00,10,11/2/2022 14:00:00,45,110830,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:45,11/2/22 14:56,14:45,14:56,0:11:00,11,11/2/2022 14:00:00,45,110831,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:45,11/2/22 14:51,14:45,14:51,0:06:00,6,11/2/2022 14:00:00,45,110833,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:45,11/2/22 14:51,14:45,14:51,0:06:00,6,11/2/2022 14:00:00,45,110833,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:45,11/2/22 15:13,14:45,15:13,0:28:00,28,11/2/2022 14:00:00,45,110834,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:45,11/2/22 14:59,14:45,14:59,0:14:00,14,11/2/2022 14:00:00,45,110835,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:45,11/2/22 14:59,14:45,14:59,0:14:00,14,11/2/2022 14:00:00,45,110835,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:45,11/2/22 15:20,14:45,15:20,0:35:00,35,11/2/2022 14:00:00,45,110836,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 14:45,11/2/22 14:58,14:45,14:58,0:13:00,13,11/2/2022 14:00:00,45,110837,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:45,11/2/22 14:57,14:45,14:57,0:12:00,12,11/2/2022 14:00:00,45,110838,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:46,11/2/22 14:57,14:46,14:57,0:11:00,11,11/2/2022 14:00:00,46,110839,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:46,11/2/22 14:57,14:46,14:57,0:11:00,11,11/2/2022 14:00:00,46,110839,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:47,11/2/22 14:58,14:47,14:58,0:11:00,11,11/2/2022 14:00:00,47,110840,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:47,11/2/22 14:50,14:47,14:50,0:03:00,3,11/2/2022 14:00:00,47,110841,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:47,11/2/22 14:58,14:47,14:58,0:11:00,11,11/2/2022 14:00:00,47,110842,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:48,11/2/22 14:56,14:48,14:56,0:08:00,8,11/2/2022 14:00:00,48,110843,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:48,11/2/22 14:57,14:48,14:57,0:09:00,9,11/2/2022 14:00:00,48,110844,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:48,11/2/22 14:48,14:48,14:48,0:00:00,0,11/2/2022 14:00:00,48,110845,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:48,11/2/22 14:58,14:48,14:58,0:10:00,10,11/2/2022 14:00:00,48,110846,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:48,11/2/22 14:58,14:48,14:58,0:10:00,10,11/2/2022 14:00:00,48,110847,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:48,11/2/22 14:58,14:48,14:58,0:10:00,10,11/2/2022 14:00:00,48,110847,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:48,11/2/22 14:58,14:48,14:58,0:10:00,10,11/2/2022 14:00:00,48,110848,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:49,11/2/22 14:58,14:49,14:58,0:09:00,9,11/2/2022 14:00:00,49,110849,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:49,11/2/22 14:59,14:49,14:59,0:10:00,10,11/2/2022 14:00:00,49,110850,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:49,11/2/22 14:59,14:49,14:59,0:10:00,10,11/2/2022 14:00:00,49,110852,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:49,11/2/22 15:00,14:49,15:00,0:11:00,11,11/2/2022 14:00:00,49,110853,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:49,11/2/22 14:59,14:49,14:59,0:10:00,10,11/2/2022 14:00:00,49,110854,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:49,11/2/22 14:52,14:49,14:52,0:03:00,3,11/2/2022 14:00:00,49,110855,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:50,11/2/22 15:01,14:50,15:01,0:11:00,11,11/2/2022 14:00:00,50,110856,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:50,11/2/22 15:01,14:50,15:01,0:11:00,11,11/2/2022 14:00:00,50,110856,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:50,11/2/22 15:00,14:50,15:00,0:10:00,10,11/2/2022 14:00:00,50,110857,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:50,11/2/22 15:00,14:50,15:00,0:10:00,10,11/2/2022 14:00:00,50,110858,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:50,11/2/22 15:00,14:50,15:00,0:10:00,10,11/2/2022 14:00:00,50,110858,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:50,11/2/22 14:53,14:50,14:53,0:03:00,3,11/2/2022 14:00:00,50,110859,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 14:50,11/2/22 15:00,14:50,15:00,0:10:00,10,11/2/2022 14:00:00,50,110860,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:50,11/2/22 15:00,14:50,15:00,0:10:00,10,11/2/2022 14:00:00,50,110860,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:51,11/2/22 15:01,14:51,15:01,0:10:00,10,11/2/2022 14:00:00,51,110863,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:52,11/2/22 14:54,14:52,14:54,0:02:00,2,11/2/2022 14:00:00,52,110864,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 14:52,11/2/22 14:54,14:52,14:54,0:02:00,2,11/2/2022 14:00:00,52,110864,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:53,11/2/22 15:01,14:53,15:01,0:08:00,8,11/2/2022 14:00:00,53,110865,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:53,11/2/22 15:01,14:53,15:01,0:08:00,8,11/2/2022 14:00:00,53,110866,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:53,11/2/22 15:12,14:53,15:12,0:19:00,19,11/2/2022 14:00:00,53,110867,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:53,11/2/22 15:01,14:53,15:01,0:08:00,8,11/2/2022 14:00:00,53,110868,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:54,11/2/22 15:02,14:54,15:02,0:08:00,8,11/2/2022 14:00:00,54,110869,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:54,11/2/22 15:02,14:54,15:02,0:08:00,8,11/2/2022 14:00:00,54,110869,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:54,11/2/22 15:26,14:54,15:26,0:32:00,32,11/2/2022 14:00:00,54,110870,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 14:54,11/2/22 15:26,14:54,15:26,0:32:00,32,11/2/2022 14:00:00,54,110870,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:54,11/2/22 15:02,14:54,15:02,0:08:00,8,11/2/2022 14:00:00,54,110871,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:55,11/2/22 14:58,14:55,14:58,0:03:00,3,11/2/2022 14:00:00,55,110872,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:55,11/2/22 14:58,14:55,14:58,0:03:00,3,11/2/2022 14:00:00,55,110872,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:55,11/2/22 15:27,14:55,15:27,0:32:00,32,11/2/2022 14:00:00,55,110873,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:55,11/2/22 15:02,14:55,15:02,0:07:00,7,11/2/2022 14:00:00,55,110874,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:55,11/2/22 15:02,14:55,15:02,0:07:00,7,11/2/2022 14:00:00,55,110875,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:55,11/2/22 15:02,14:55,15:02,0:07:00,7,11/2/2022 14:00:00,55,110875,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:56,11/2/22 15:03,14:56,15:03,0:07:00,7,11/2/2022 14:00:00,56,110877,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:56,11/2/22 15:11,14:56,15:11,0:15:00,15,11/2/2022 14:00:00,56,110878,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:56,11/2/22 15:02,14:56,15:02,0:06:00,6,11/2/2022 14:00:00,56,110879,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:56,11/2/22 15:01,14:56,15:01,0:05:00,5,11/2/2022 14:00:00,56,110880,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:56,11/2/22 15:01,14:56,15:01,0:05:00,5,11/2/2022 14:00:00,56,110880,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:57,11/2/22 15:22,14:57,15:22,0:25:00,25,11/2/2022 14:00:00,57,110882,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:57,11/2/22 15:00,14:57,15:00,0:03:00,3,11/2/2022 14:00:00,57,110884,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:57,11/2/22 14:59,14:57,14:59,0:02:00,2,11/2/2022 14:00:00,57,110885,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 14:58,11/2/22 15:03,14:58,15:03,0:05:00,5,11/2/2022 14:00:00,58,110888,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 14:58,11/2/22 15:04,14:58,15:04,0:06:00,6,11/2/2022 14:00:00,58,110890,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Bo,11/2/22 14:58,11/2/22 15:04,14:58,15:04,0:06:00,6,11/2/2022 14:00:00,58,110890,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 14:59,11/2/22 15:01,14:59,15:01,0:02:00,2,11/2/2022 14:00:00,59,110892,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 14:59,11/2/22 15:27,14:59,15:27,0:28:00,28,11/2/2022 14:00:00,59,110894,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:00,11/2/22 15:22,15:00,15:22,0:22:00,22,11/2/2022 14:00:00,60,110895,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:00,11/2/22 15:22,15:00,15:22,0:22:00,22,11/2/2022 14:00:00,60,110895,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:00,11/2/22 15:28,15:00,15:28,0:28:00,28,11/2/2022 14:00:00,60,110897,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:00,11/2/22 15:36,15:00,15:36,0:36:00,36,11/2/2022 14:00:00,60,110899,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:00,11/2/22 15:23,15:00,15:23,0:23:00,23,11/2/2022 14:00:00,60,110900,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:00,11/2/22 15:07,15:00,15:07,0:07:00,7,11/2/2022 14:00:00,60,110901,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:00,11/2/22 15:07,15:00,15:07,0:07:00,7,11/2/2022 14:00:00,60,110901,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:02,11/2/22 15:11,15:02,15:11,0:09:00,9,11/2/2022 14:00:00,62,110907,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:02,11/2/22 15:03,15:02,15:03,0:01:00,1,11/2/2022 14:00:00,62,110909,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:03,11/2/22 15:26,15:03,15:26,0:23:00,23,11/2/2022 14:00:00,63,110910,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:03,11/2/22 15:25,15:03,15:25,0:22:00,22,11/2/2022 14:00:00,63,110911,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:03,11/2/22 15:23,15:03,15:23,0:20:00,20,11/2/2022 14:00:00,63,110913,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:03,11/2/22 15:23,15:03,15:23,0:20:00,20,11/2/2022 14:00:00,63,110913,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:03,11/2/22 15:37,15:03,15:37,0:34:00,34,11/2/2022 14:00:00,63,110915,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:05,11/2/22 15:27,15:05,15:27,0:22:00,22,11/2/2022 14:00:00,65,110919,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:05,11/2/22 15:23,15:05,15:23,0:18:00,18,11/2/2022 14:00:00,65,110920,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:05,11/2/22 15:28,15:05,15:28,0:23:00,23,11/2/2022 14:00:00,65,110921,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:06,11/2/22 15:26,15:06,15:26,0:20:00,20,11/2/2022 14:00:00,66,110922,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:10,11/2/22 15:28,15:10,15:28,0:18:00,18,11/2/2022 14:00:00,70,110931,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 15:10,11/2/22 15:24,15:10,15:24,0:14:00,14,11/2/2022 14:00:00,70,110933,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:12,11/2/22 15:21,15:12,15:21,0:09:00,9,11/2/2022 14:00:00,72,110935,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:12,11/2/22 15:26,15:12,15:26,0:14:00,14,11/2/2022 14:00:00,72,110936,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:12,11/2/22 15:26,15:12,15:26,0:14:00,14,11/2/2022 14:00:00,72,110936,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:13,11/2/22 15:24,15:13,15:24,0:11:00,11,11/2/2022 14:00:00,73,110937,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Bo,11/2/22 15:13,11/2/22 15:28,15:13,15:28,0:15:00,15,11/2/2022 14:00:00,73,110939,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:13,11/2/22 15:28,15:13,15:28,0:15:00,15,11/2/2022 14:00:00,73,110939,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:13,11/2/22 15:24,15:13,15:24,0:11:00,11,11/2/2022 14:00:00,73,110940,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:13,11/2/22 15:27,15:13,15:27,0:14:00,14,11/2/2022 14:00:00,73,110942,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:13,11/2/22 15:27,15:13,15:27,0:14:00,14,11/2/2022 14:00:00,73,110942,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:15,11/3/22 13:45,15:15,13:45,22:30:00,1350,11/2/2022 14:00:00,75,110945,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:16,11/2/22 15:32,15:16,15:32,0:16:00,16,11/2/2022 14:00:00,76,110948,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:16,11/2/22 15:29,15:16,15:29,0:13:00,13,11/2/2022 14:00:00,76,110951,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:18,11/2/22 15:59,15:18,15:59,0:41:00,41,11/2/2022 14:00:00,78,110957,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:19,11/2/22 15:33,15:19,15:33,0:14:00,14,11/2/2022 14:00:00,79,110958,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 15:19,11/2/22 15:33,15:19,15:33,0:14:00,14,11/2/2022 14:00:00,79,110958,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Ka,11/2/22 15:19,11/2/22 15:36,15:19,15:36,0:17:00,17,11/2/2022 14:00:00,79,110959,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:19,11/2/22 15:35,15:19,15:35,0:16:00,16,11/2/2022 14:00:00,79,110961,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:19,11/2/22 15:34,15:19,15:34,0:15:00,15,11/2/2022 14:00:00,79,110962,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:19,11/2/22 15:34,15:19,15:34,0:15:00,15,11/2/2022 14:00:00,79,110962,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Ka,11/2/22 15:19,11/2/22 15:19,15:19,15:19,0:00:00,0,11/2/2022 14:00:00,79,110963,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:19,11/2/22 15:19,15:19,15:19,0:00:00,0,11/2/2022 14:00:00,79,110963,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:19,11/2/22 15:19,15:19,15:19,0:00:00,0,11/2/2022 14:00:00,79,110963,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Ka,11/2/22 15:19,11/2/22 15:31,15:19,15:31,0:12:00,12,11/2/2022 14:00:00,79,110964,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:19,11/2/22 15:31,15:19,15:31,0:12:00,12,11/2/2022 14:00:00,79,110964,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:19,11/2/22 15:31,15:19,15:31,0:12:00,12,11/2/2022 14:00:00,79,110964,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:20,11/2/22 15:32,15:20,15:32,0:12:00,12,11/2/2022 14:00:00,80,110965,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:20,11/2/22 15:33,15:20,15:33,0:13:00,13,11/2/2022 14:00:00,80,110966,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:22,11/2/22 15:22,15:22,15:22,0:00:00,0,11/2/2022 14:00:00,82,110971,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:22,11/2/22 15:59,15:22,15:59,0:37:00,37,11/2/2022 14:00:00,82,110972,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:24,11/2/22 15:34,15:24,15:34,0:10:00,10,11/2/2022 14:00:00,84,110981,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:25,11/2/22 15:31,15:25,15:31,0:06:00,6,11/2/2022 14:00:00,85,110983,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:26,11/2/22 15:33,15:26,15:33,0:07:00,7,11/2/2022 14:00:00,86,110985,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:29,11/2/22 15:37,15:29,15:37,0:08:00,8,11/2/2022 14:00:00,89,110988,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:29,11/2/22 15:37,15:29,15:37,0:08:00,8,11/2/2022 14:00:00,89,110988,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:29,11/2/22 15:45,15:29,15:45,0:16:00,16,11/2/2022 14:00:00,89,110991,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:30,11/2/22 15:37,15:30,15:37,0:07:00,7,11/2/2022 14:00:00,90,110992,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:30,11/2/22 15:34,15:30,15:34,0:04:00,4,11/2/2022 14:00:00,90,110993,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:31,11/2/22 15:33,15:31,15:33,0:02:00,2,11/2/2022 14:00:00,91,110994,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 15:31,11/2/22 15:39,15:31,15:39,0:08:00,8,11/2/2022 14:00:00,91,110995,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:31,11/2/22 15:39,15:31,15:39,0:08:00,8,11/2/2022 14:00:00,91,110995,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:32,11/2/22 15:41,15:32,15:41,0:09:00,9,11/2/2022 14:00:00,92,110996,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:34,11/2/22 15:47,15:34,15:47,0:13:00,13,11/2/2022 14:00:00,94,110999,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Ka,11/2/22 15:36,11/2/22 15:53,15:36,15:53,0:17:00,17,11/2/2022 14:00:00,96,111002,ES
